player1.cards.list,player2.cards.list,check
2800001128000008260000312600002726000018260000152600001226000001,2800000126000055260000452600004326000042260000182600001326000011,1
2800001128000008260000312600002726000018260000152600001226000001,2800001128000004260000642600005526000041260000242600001826000012,1
2800001128000008260000312600002726000018260000152600001226000001,2800000026000064260000492600004026000025260000112600000926000007,0
2800001128000008260000312600002726000018260000152600001226000001,2800001128000004270000002600010326000041260000402600002626000011,0
2800001128000008260000312600002726000018260000152600001226000001,2800000126000084260000582600004726000024260000112600000726000002,0
2800001128000008260000312600002726000018260000152600001226000001,2800001128000004280000032700000326000041260000302600002626000000,1
2800001128000008260000312600002726000018260000152600001226000001,2700000626000064260000552600004126000021260000182600001126000000,0
2800001128000008260000312600002726000018260000152600001226000001,2800001128000000270000062600006226000021260000142600001126000000,0
2800001128000008260000312600002726000018260000152600001226000001,2800000126000064260000552600004126000021260000172600001126000007,1
2800001128000008260000312600002726000018260000152600001226000001,2800000628000001260000992600006726000064260000122600001126000007,0
2800001128000008260000312600002726000018260000152600001226000001,2800000827000006260000642600004626000021260000162600001326000007,0
2800001128000008260000312600002726000018260000152600001226000001,2600006426000063260000552600004026000030260000252600002126000000,0
2800001128000008260000312600002726000018260000152600001226000001,2800001128000004270000032600006426000055260000462600004226000012,1
2800001128000008260000312600002726000018260000152600001226000001,2800000126000067260000642600003426000021260000132600001126000004,0
2800001128000008260000312600002726000018260000152600001226000001,2800001128000004280000012800000027000003260000582600004126000011,0
2800001128000008260000312600002726000018260000152600001226000001,2800001128000000270000062600005526000045260000422600001826000000,1
2800001128000008260000312600002726000018260000152600001226000001,2800000828000001260000492600004326000041260000402600003626000017,1
2800001128000008260000312600002726000018260000152600001226000001,2800000126000055260000492600004226000035260000122600001126000006,1
2800001128000008260000312600002726000018260000152600001226000001,2600010326000064260000552600004026000035260000252600002126000007,0
2800001128000007280000042700000326000064260000102600000426000003,2800001128000004260000422600003426000026260000232600001826000000,0
2800001128000007270000092600006726000037260000322600000726000000,2800001128000004260000422600003426000026260000232600001826000000,1
2800001128000007270000062600010326000064260000552600001226000007,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000007270000012600010226000059260000302600001026000007,2800000026000055260000412600004026000026260000212600001126000007,1
2800001128000007270000002600008526000072260000492600001226000011,2800000828000000260000492600004226000038260000212600001126000002,1
2800001128000007260000842600006126000050260000442600002426000010,2800000127000000260000602600004526000041260000402600002126000011,1
2800001128000007260000842600006126000050260000442600002426000010,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000007260000842600006126000050260000242600001026000007,2800000426000055260000412600003526000026260000152600001126000007,0
2800001128000007260000842600006126000049260000442600002426000000,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000007260000842600006126000044260000272600002426000010,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000007260000602600004926000041260000272600001926000016,2800001128000000270000002600003826000030260000212600001426000010,1
2800001128000006280000002700001026000043260000352600000726000005,2800000826000064260000382600003026000024260000142600001226000000,0
2800001128000006270000032600006426000049260000462600003426000021,2800001127000000260000632600005526000030260000212600001926000002,1
2800001128000006260000642600003526000021260000112600000726000006,2800000126000041260000402600003226000017260000162600001126000006,0
2800001128000006260000402600003026000021260000202600000726000000,2800000828000000260000492600004226000038260000212600001126000002,1
2800001128000005280000022700000626000064260000302600002426000011,2800001128000004280000002700000226000064260000552600001726000000,0
2800001128000005270000122600006426000040260000182600001126000007,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000005270000092600006426000046260000432600003426000022,2800000426000046260000412600002226000021260000162600001126000007,0
2800001128000005270000032600004026000022260000122600001126000006,2800001128000004260000642600005526000041260000212600001126000007,1
2800001128000005260000492600001726000013260000122600001126000004,2800000126000041260000402600003226000017260000162600001126000006,1
2800001128000004280000032700000626000084260000262600001026000000,2800000927000010260000412600004026000035260000142600001126000003,0
2800001128000004280000032700000626000064260000412600003026000000,2800001128000004260000642600005526000041260000212600001126000007,0
2800001128000004280000032700000626000041260000302600002626000011,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000004280000032700000626000041260000302600002626000011,2800001128000004280000002700000226000064260000552600001726000000,1
2800001128000004280000032700000626000041260000302600002626000000,2800000126000041260000402600003226000017260000162600001126000006,1
2800001128000004280000032700000626000041260000302600000126000000,2800000128000000260000992600006426000061260000592600005026000034,1
2800001128000004280000032700000326000084260000412600002626000011,2800001128000000270000002600003826000030260000212600001426000010,1
2800001128000004280000032700000326000064260000412600003026000000,2800001128000001270000062600006426000033260000242600001026000000,0
2800001128000004280000032700000326000041260000402600003026000000,2800001128000004260000422600003426000026260000232600001826000000,0
2800001128000004280000032700000326000041260000402600002626000011,2800001128000004260000422600003426000026260000232600001826000000,1
2800001128000004280000032700000326000041260000402600002626000000,2800000127000000260000602600004526000041260000402600002126000011,1
2800001128000004280000032700000326000041260000402600002626000000,2800000826000064260000382600003026000024260000142600001226000000,0
2800001128000004280000032700000326000041260000302600002626000011,2800000526000055260000492600004126000040260000262600002126000012,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000004270000002600005826000040260000302600002626000011,0
2800001128000004280000032700000326000041260000302600002626000000,2800000827000006260000642600004126000037260000352600001126000006,0
2800001128000004280000032700000326000041260000302600002626000000,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000004280000032700000326000041260000302600002626000000,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000004280000032700000326000041260000302600002626000000,2800000426000062260000582600004726000046260000422600001226000011,1
2800001128000004280000032700000326000041260000302600002626000000,2800000228000001260000992600006126000060260000252600001326000004,0
2800001128000004280000032700000326000041260000302600002626000000,2800000026000055260000412600004026000026260000212600001126000007,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000004260000802600006426000063260000552600003726000015,0
2800001128000004280000032700000326000041260000302600002626000000,2800001127000006260000842600006426000053260000472600004626000027,1
2800001128000004280000032700000326000041260000302600002626000000,2800000827000009260000512600003726000015260000142600001226000011,0
2800001128000004280000032700000326000041260000302600002626000000,2800001127000003260000642600004326000042260000412600002126000000,1
2800001128000004280000032700000326000041260000302600002626000000,2800000127000006260000852600006426000051260000452600003726000013,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000004270000002600005826000041260000402600001126000010,0
2800001128000004280000032700000326000041260000302600002626000000,2800000126000069260000552600003626000026260000182600001226000001,0
2800001128000004280000032700000326000041260000302600002626000000,2800000126000067260000642600005526000042260000402600001826000011,0
2800001128000004280000032700000326000041260000302600002626000000,2600006726000064260000552600004926000047260000422600001826000015,1
2800001128000004280000032700000326000041260000302600002626000000,2800000128000000270000092600008026000037260000292600002526000006,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000001260000552600004226000041260000362600001826000015,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000004270000062600006426000058260000552600004026000011,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000004280000002700000326000041260000302600002626000000,1
2800001128000004280000032700000326000041260000302600002626000000,2800001127000006260000552600002626000021260000122600000726000005,0
2800001128000004280000032700000326000041260000302600002626000000,2800001127000000260000632600005526000030260000212600001926000002,1
2800001128000004280000032700000326000041260000302600002626000000,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000004280000032700000326000041260000302600002626000000,2800000528000002280000012700000926000055260000182600001726000006,0
2800001128000004280000032700000326000041260000302600002626000000,2800000828000004260000642600005826000021260000122600001126000005,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000004280000002700000626000042260000402600001726000004,0
2800001128000004280000032700000326000041260000302600002626000000,2800000828000000260000492600004226000038260000212600001126000002,1
2800001128000004280000032700000326000041260000302600002626000000,2800000728000001270000092600006426000049260000352600001826000003,0
2800001128000004280000032700000326000041260000302600002626000000,2800000828000001260000552600003126000022260000212600001726000011,0
2800001128000004280000032700000326000041260000302600002626000000,2800000427000009260000552600004926000040260000262600002426000016,0
2800001128000004280000032700000326000041260000302600002626000000,2800001128000001270000062600006426000049260000472600002126000011,1
2800001128000004280000032700000326000041260000302600002626000000,2800001126000064260000432600004126000040260000342600002226000021,0
2800001128000004280000032700000326000041260000262600001226000000,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000004280000032700000326000030260000262600001226000000,2800000828000000260000492600004226000038260000212600001126000002,1
2800001128000004280000032700000226000054260000442600003026000011,2800000927000010260000412600004026000035260000142600001126000003,0
2800001128000004280000012700000626000064260000552600002126000011,2800000026000055260000412600004026000026260000212600001126000007,1
2800001128000004280000012700000226000074260000412600004026000011,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000004280000012600006426000032260000182600001626000007,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000004280000012600005526000042260000182600001626000007,2800000828000000260000492600004226000038260000212600001126000002,0
2800001128000004280000002700000626000064260000412600004026000016,2800000426000055260000412600003526000026260000152600001126000007,0
2800001128000004280000002700000626000055260000412600004026000026,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000004280000002700000626000038260000212600001426000010,2800000528000001260000402600002526000021260000122600000726000000,1
2800001128000004280000002700000326000064260000422600001126000004,2800000426000055260000412600003526000026260000152600001126000007,1
2800001128000004280000002700000326000055260000422600003726000022,2800000828000000260000492600004226000038260000212600001126000002,0
2800001128000004280000002700000326000043260000222600002126000012,2800000126000041260000402600003226000017260000162600001126000006,1
2800001128000004280000002700000326000041260000302600002626000000,2800001128000001270000062600006426000033260000242600001026000000,1
2800001128000004280000002700000226000064260000552600001726000000,2800000828000001260000672600005526000033260000222600001726000012,0
2800001128000004280000002700000226000064260000552600001726000000,2800001028000008280000002700000026000034260000142600000126000000,1
2800001128000004280000002700000226000064260000552600001726000000,2800000828000002280000012600006826000067260000632600004326000037,1
2800001128000004280000002700000226000064260000552600001726000000,2800000328000001270000092600005126000022260000182600001626000007,1
2800001128000004280000002700000226000064260000552600001726000000,2800000127000006260000582600004526000043260000372600003226000011,1
2800001128000004280000002700000226000064260000552600001726000000,2800000728000006280000012600005526000041260000182600001126000001,0
2800001128000004280000002700000226000064260000552600001726000000,2800000428000001270000002600010326000055260000402600001226000000,0
2800001128000004280000002700000226000064260000552600001726000000,2800000127000006260000642600005526000049260000212600001826000012,0
2800001128000004280000002700000226000064260000552600001726000000,2800001128000002270000002600005526000046260000412600001726000016,1
2800001128000004280000002700000226000064260000552600001726000000,2800001128000004270000032600004126000040260000302600002626000000,1
2800001128000004280000002700000226000064260000552600001726000000,2800000126000055260000452600003726000021260000112600000626000004,1
2800001128000004280000002700000226000064260000552600001726000000,2800001128000004270000002600005826000049260000412600002626000011,1
2800001128000004280000002700000226000064260000552600001726000000,2800001128000004270000032600004126000040260000302600002626000000,1
2800001128000004280000002700000226000064260000552600001726000000,2800001128000002270000002600004326000042260000212600001226000007,0
2800001128000004280000002700000226000064260000552600001726000000,2800000427000000260000582600004126000040260000302600002626000011,0
2800001128000004280000002700000026000064260000302600000726000000,2800000728000001260000992600006126000060260000492600003426000025,1
2800001128000004280000002600002326000021260000142600001126000008,2800000428000001260000742600006426000055260000402600001826000004,1
2800001128000004270000092600004026000032260000302600002626000000,2800000827000006260000552600003126000023260000212600000726000000,0
2800001128000004270000062600010326000064260000212600001226000011,2800000428000001270000032600006426000058260000562600001226000000,0
2800001128000004270000062600006426000058260000552600004026000011,2800001127000000260001032600006426000051260000492600003026000011,1
2800001128000004270000062600006426000058260000552600004026000011,2800001127000006260000642600005526000049260000402600002126000012,1
2800001128000004270000062600006426000058260000552600004026000011,2800000528000004260000642600005526000037260000222600001626000008,1
2800001128000004270000062600006426000058260000552600004026000011,2800000828000000260000642600003526000021260000112600000726000005,0
2800001128000004270000062600006426000058260000552600004026000011,2800000428000000270000032600004526000021260000182600001226000011,0
2800001128000004270000062600006426000058260000552600004026000011,2800000128000000260000642600004826000041260000352600001526000009,1
2800001128000004270000062600006426000058260000552600004026000011,2800001128000001260000552600004926000041260000372600001126000006,1
2800001128000004270000062600006426000058260000552600004026000011,2800001128000000270000002600003826000030260000212600001426000010,1
2800001128000004270000062600006426000058260000552600004026000011,2800001126000062260000452600004126000035260000212600001126000000,0
2800001128000004270000062600006426000058260000552600004026000011,2800000628000004260000642600004126000027260000212600001926000011,0
2800001128000004270000062600006426000058260000552600004026000011,2800000426000064260000622600005526000036260000312600002526000018,0
2800001128000004270000062600006426000058260000552600004026000011,2800000728000006280000022600006426000055260000212600001626000011,0
2800001128000004270000062600006426000056260000402600001126000000,2800001128000001270000062600006426000033260000242600001026000000,1
2800001128000004270000062600006426000055260000492600004226000012,2800000827000006260000552600003126000023260000212600000726000000,0
2800001128000004270000062600006426000055260000402600002726000012,2800000426000046260000412600002226000021260000162600001126000007,0
2800001128000004270000062600006426000041260000402600001126000004,2800000828000000260000552600004926000038260000372600002526000021,0
2800001128000004270000062600006426000040260000212600001026000000,2800000528000001260000402600002526000021260000122600000726000000,1
2800001128000004270000062600005826000040260000302600002626000000,2800000827000006260000552600003126000023260000212600000726000000,0
2800001128000004270000062600004126000040260000302600002626000011,2800000126000103260000402600002526000021260000122600000726000000,0
2800001128000004270000062600003726000031260000162600001126000010,2800000526000055260000492600004126000040260000262600002126000012,0
2800001128000004270000062600003026000026260000232600001026000000,2800000126000041260000402600003226000017260000162600001126000006,0
2800001128000004270000032600006426000046260000412600003026000026,2800000026000055260000412600004026000026260000212600001126000007,0
2800001128000004270000032600006426000022260000212600001226000011,2800001128000004260000422600003426000026260000232600001826000000,0
2800001128000004270000032600004526000026260000212600001226000011,2800001128000001270000062600006426000033260000242600001026000000,1
2800001128000004270000032600004126000040260000302600002626000000,2800000428000001270000032600006426000058260000562600001226000000,1
2800001128000004270000032600004126000040260000302600002626000000,2800000827000009260000512600003726000015260000142600001226000011,0
2800001128000004270000032600004126000040260000302600002626000000,2800001128000000270000062600006426000047260000462600004226000040,0
2800001128000004270000002600009926000064260000552600001226000011,2800000827000006260000552600003126000023260000212600000726000000,1
2800001128000004270000002600008426000041260000402600003126000030,2800000026000055260000412600004026000026260000212600001126000007,1
2800001128000004270000002600004126000040260000302600002626000011,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000004270000002600004126000040260000302600002626000000,2800000426000046260000412600002226000021260000162600001126000007,1
2800001128000004260000672600006426000040260000172600001226000009,2800001126000064260000552600004926000041260000212600001826000011,1
2800001128000004260000642600005826000055260000402600001226000007,2800000126000041260000402600003226000017260000162600001126000006,0
2800001128000004260000642600005526000042260000212600001126000010,2800000126000041260000402600003226000017260000162600001126000006,0
2800001128000004260000642600005526000041260000212600001126000007,2800001128000000260000642600004226000021260000112600000426000000,0
2800001128000004260000642600005526000021260000122600001126000007,2800001128000000270000062600007426000064260000462600004226000040,0
2800001128000004260000642600004226000021260000172600001126000004,2800001128000001270000062600006426000033260000242600001026000000,1
2800001128000004260000642600004026000031260000302600001026000000,2800001128000000270000062600006426000047260000462600004226000040,1
2800001128000004260000552600004326000041260000182600001526000010,2800001128000000270000062600007426000064260000462600004226000040,0
2800001128000004260000552600004226000026260000152600001326000011,2800000526000055260000492600004126000040260000262600002126000012,0
2800001128000004260000422600003426000026260000232600001826000000,2800001128000001280000002700000626000021260000182600001626000010,1
2800001128000004260000422600003426000026260000232600001826000000,2800001128000000270000002600004926000021260000172600001126000010,0
2800001128000004260000422600003426000026260000232600001826000000,2800000128000000260000642600005526000021260000122600001126000005,0
2800001128000004260000422600003426000026260000232600001826000000,2800001128000003270000102600004526000042260000172600001226000004,0
2800001128000004260000422600003426000026260000232600001826000000,2800000228000001270000002600006726000064260000482600001026000007,0
2800001128000004260000422600003426000026260000232600001826000000,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000004260000422600003426000026260000232600001826000000,2700000926000097260000582600005626000055260000122600001026000007,0
2800001128000004260000422600003426000026260000232600001826000000,2800001127000006260000642600005526000049260000402600002526000021,1
2800001128000004260000422600003426000026260000232600001826000000,2800000628000002260000552600004626000022260000172600000826000007,0
2800001128000003270000062600008426000058260000312600003026000012,2800000927000010260000412600004026000035260000142600001126000003,1
2800001128000003270000062600006426000030260000212600001126000010,2800000827000009260000512600003726000015260000142600001226000011,1
2800001128000003270000032600006526000064260000612600002426000000,2800001128000000270000002600003826000030260000212600001426000010,1
2800001128000003270000002600004526000030260000212600001126000002,2800000928000008260000622600004226000036260000112600000426000000,1
2800001128000003260000852600006426000062260000472600004326000041,2800001128000001270000062600006426000033260000242600001026000000,1
2800001128000003260000492600003826000031260000262600002126000018,2800000827000009260000512600003726000015260000142600001226000011,1
2800001128000002280000002700000626000064260000462600000726000006,2800000826000064260000382600003026000024260000142600001226000000,0
2800001128000002270000002600006426000059260000552600001126000007,2800000927000010260000412600004026000035260000142600001126000003,1
2800001128000002260001032600004126000040260000352600001526000011,2800001127000000260000632600005526000030260000212600001926000002,0
2800001128000002260000642600004826000046260000372600000626000001,2800000126000103260000402600002526000021260000122600000726000000,1
2800001128000002260000582600004626000042260000402600002126000004,2800001128000001270000062600006426000033260000242600001026000000,0
2800001128000001280000002700000626000067260000182600001126000007,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000001270000122600006426000059260000552600002126000007,2800001028000009280000052700000926000042260000342600001526000000,0
2800001128000001270000122600006426000059260000522600004726000015,2800000428000001270000032600006426000058260000562600001226000000,0
2800001128000001270000082600006426000017260000042600000126000000,2800000428000001260000742600006426000055260000402600001826000004,1
2800001128000001270000062600006426000033260000242600001026000000,2800000228000001260000642600006326000060260000412600003726000033,1
2800001128000001270000062600006426000033260000242600001026000000,2800000827000006260000642600005526000043260000372600001226000011,1
2800001128000001270000062600006426000033260000242600001026000000,2800001127000000260000642600004026000038260000212600001026000009,0
2800001128000001270000062600006426000033260000242600001026000000,2800000328000001260000652600006426000058260000472600004126000021,0
2800001128000001270000062600006426000033260000242600001026000000,2800000126000103260000582600005526000046260000372600001026000007,1
2800001128000001270000062600006426000033260000242600001026000000,2800000228000001270000002600006426000043260000422600001226000011,1
2800001128000001270000062600006426000033260000242600001026000000,2800000126000056260000552600004926000041260000372600003226000000,0
2800001128000001270000062600006426000033260000242600001026000000,2600006426000045260000352600002726000021260000112600000726000000,1
2800001128000001270000062600006426000033260000242600001026000000,2800000728000001260000562600004526000037260000122600001126000000,0
2800001128000001270000062600006426000033260000242600001026000000,2800000428000001260000642600005526000049260000412600004026000018,1
2800001128000001270000062600006426000033260000242600001026000000,2800000528000004270000062600005526000018260000122600000726000004,0
2800001128000001270000062600006426000033260000242600001026000000,2800000728000001270000122600007426000063260000562600002326000008,1
2800001128000001270000062600006426000033260000242600001026000000,2800000828000000260000722600005026000042260000362600002526000004,1
2800001128000001270000062600006426000033260000242600001026000000,2800000227000000260000642600002126000018260000112600000726000000,1
2800001128000001270000062600006426000033260000242600001026000000,2800001126000064260000552600004926000046260000352600003126000015,0
2800001128000001270000062600006426000033260000242600001026000000,2800000026000064260000552600005126000042260000182600001126000007,1
2800001128000001270000062600006426000033260000242600001026000000,2800001128000000270000082700000626000030260000102600000126000000,1
2800001128000001270000062600006426000030260000212600001126000010,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000001270000062600004226000024260000182600001526000004,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000001270000002600010326000058260000402600003226000030,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000001270000002600006426000055260000372600003026000021,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000001270000002600006326000055260000212600001826000007,2800000428000001260000642600005826000055260000422600004126000018,1
2800001128000001270000002600005526000037260000252600002126000016,2800000827000009260000512600003726000015260000142600001226000011,0
2800001128000001270000002600002126000016260000142600001126000010,2800000428000001260000742600006426000055260000402600001826000004,0
2800001128000001260000672600005526000042260000112600000726000004,2800000927000010260000412600004026000035260000142600001126000003,1
2800001128000001260000492600003726000035260000182600001326000006,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000000270000132700000026000074260000302600001026000001,2800000426000055260000412600003526000026260000152600001126000007,0
2800001128000000270000132700000026000065260000402600001326000010,2800000428000000260000692600006426000055260000412600001226000008,1
2800001128000000270000132700000026000065260000402600001326000010,2800000127000000260000302600002626000021260000182600000126000000,1
2800001128000000270000122600006426000055260000512600004226000027,2800000828000000270000102600005526000018260000112600000526000001,0
2800001128000000270000102600006026000049260000412600004026000000,2800000127000000260000602600004526000041260000402600002126000011,1
2800001128000000270000082700000726000084260000102600000126000000,2800000127000009260001032600006426000045260000302600001126000003,1
2800001128000000270000082700000626000084260000102600000126000000,2800000827000009260000512600003726000015260000142600001226000011,1
2800001128000000270000082700000626000084260000102600000126000000,2800000026000055260000412600004026000026260000212600001126000007,1
2800001128000000270000082700000626000084260000102600000126000000,2800000026000055260000412600004026000026260000212600001126000007,1
2800001128000000270000082700000626000030260000102600000126000000,2800001126000064260000552600004926000041260000212600001826000011,1
2800001128000000270000062600009326000064260000212600001026000000,2800000827000006260000552600003126000023260000212600000726000000,1
2800001128000000270000062600008426000051260000422600001326000011,2800000428000001270000032600006426000058260000562600001226000000,0
2800001128000000270000062600007426000064260000462600004226000040,2800000126000059260000452600004026000036260000222600001226000007,1
2800001128000000270000062600006526000064260000592600003026000010,2800000126000041260000402600003226000017260000162600001126000006,1
2800001128000000270000062600006426000055260000412600002126000000,2800000428000001270000032600006426000058260000562600001226000000,1
2800001128000000270000062600006426000055260000212600001826000005,2800000428000001260000742600006426000055260000402600001826000004,1
2800001128000000270000062600006426000055260000212600001126000000,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000000270000062600006426000051260000182600001226000008,2800000827000006260000552600003126000023260000212600000726000000,1
2800001128000000270000062600006426000049260000352600003026000006,2800000826000064260000382600003026000024260000142600001226000000,1
2800001128000000270000062600006426000047260000462600004226000040,2800000828000004270000102600006426000062260000112600001026000004,0
2800001128000000270000062600006426000047260000462600004226000040,2800001127000003260000642600004426000021260000122600001126000006,1
2800001128000000270000062600006426000047260000462600004226000040,2800000726000055260000402600003726000035260000302600001026000006,0
2800001128000000270000062600006426000047260000462600004226000040,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000000270000062600006426000030260000212600001126000010,2800001128000000270000002600003826000030260000212600001426000010,1
2800001128000000270000042600005826000049260000322600001926000000,2800000827000009260000512600003726000015260000142600001226000011,0
2800001128000000270000002600010326000064260000102600000726000004,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000000270000002600006426000055260000372600003426000012,2800000828000000260000492600004226000038260000212600001126000002,1
2800001128000000270000002600006426000030260000212600001126000010,2800000827000009260000512600003726000015260000142600001226000011,0
2800001128000000270000002600006426000030260000212600001026000000,2800001128000000260000642600005626000055260000492600004126000018,0
2800001128000000270000002600006426000030260000212600001026000000,2800000127000000260000602600004526000041260000402600002126000011,1
2800001128000000270000002600003826000035260000302600001426000010,2800000827000009260000512600003726000015260000142600001226000011,1
2800001128000000270000002600003826000030260000212600001426000010,2800000728000002260000672600006226000025260000172600001226000011,1
2800001128000000270000002600003826000030260000212600001426000010,2800000026000055260000412600004026000026260000212600001126000007,1
2800001128000000270000002600003826000030260000212600001426000010,2800000828000000260000492600004226000038260000212600001126000002,1
2800001128000000270000002600003826000030260000212600001426000010,2800001128000000270000002600003826000030260000212600001426000010,0
2800001128000000270000002600003826000030260000212600001426000010,2800001128000000260000642600003026000021260000182600001026000007,0
2800001128000000270000002600003826000030260000212600001426000010,2800000027000009260000402600001526000013260000112600000426000000,0
2800001128000000270000002600003826000030260000212600001426000010,2800000126000064260000372600002626000025260000182600000626000001,0
2800001128000000270000002600003826000030260000212600001426000010,2800000828000000260000552600004926000038260000372600002526000021,0
2800001128000000270000002600003826000030260000212600001426000010,2800000628000001270000092600006726000064260000552600001126000007,1
2800001128000000270000002600003826000030260000212600001426000010,2600005526000049260000442600004126000035260000212600001726000006,1
2800001128000000270000002600003826000030260000212600001426000010,2800000727000003260000642600003026000027260000242600001026000000,1
2800001128000000270000002600003826000030260000212600001426000010,2800000126000064260000422600003526000012260000072600000626000000,1
2800001128000000270000002600003826000030260000212600001426000010,2800001028000009280000052700000926000042260000342600001526000000,1
2800001128000000270000002600003826000030260000212600001426000010,2600007426000064260000622600005826000055260000372600001226000011,0
2800001128000000270000002600003826000030260000212600001426000010,2800000428000001260000642600002626000021260000182600001126000007,1
2800001128000000270000002600003826000030260000212600001426000010,2800000428000001270000032600006426000058260000562600001226000000,0
2800001128000000270000002600003826000030260000212600001426000010,2800000227000008260000802600004326000020260000182600001526000008,0
2800001128000000270000002600003826000030260000212600001426000010,2800000226000064260000552600003726000020260000182600001626000008,1
2800001128000000270000002600003826000030260000212600001426000010,2800000628000000260000852600005526000051260000242600001726000007,0
2800001128000000270000002600003826000030260000212600001426000010,2800000228000000260000432600004226000033260000172600001226000000,0
2800001128000000270000002600003826000030260000212600001426000010,2800000127000000260000852600006426000040260000212600001126000010,0
2800001128000000270000002600003826000030260000212600001426000010,2800000126000065260000642600005826000056260000472600004126000040,0
2800001128000000270000002600003826000030260000212600001426000010,2800000126000103260000642600005526000049260000412600004026000027,1
2800001128000000270000002600003826000030260000212600001426000010,2800000127000000260000602600004526000041260000402600002126000011,0
2800001128000000260001032600005526000049260000412600004026000021,2800000526000055260000492600004126000040260000262600002126000012,1
2800001128000000260000842600007726000061260000442600002526000024,2800000426000046260000412600002226000021260000162600001126000007,1
2800001128000000260000642600006226000042260000202600001626000012,2800000827000009260000512600003726000015260000142600001226000011,1
2800001128000000260000642600005626000055260000492600004126000018,2800000827000006260000952600006426000041260000272600002126000000,0
2800001128000000260000642600005626000055260000492600004126000018,2800000928000002260000452600003226000015260000122600001126000004,0
2800001128000000260000642600005626000055260000492600004126000018,2800000428000001260000692600002626000016260000122600001126000007,1
2800001128000000260000642600005626000055260000492600004126000018,2800000828000005280000042700001226000103260000552600000726000005,1
2800001128000000260000642600005626000055260000492600004126000018,2800000628000002280000012600004926000023260000152600001226000004,1
2800001128000000260000642600005626000055260000492600004126000018,2800000828000000260000422600003926000032260000272600001626000003,0
2800001128000000260000642600005626000055260000492600004126000018,2800000226000077260000552600004526000040260000352600001826000016,0
2800001128000000260000642600005626000055260000492600004126000018,2800000827000003260000722600005526000043260000352600001726000007,1
2800001128000000260000642600005626000055260000492600004126000018,2800001127000008270000062600007426000064260000412600001426000004,1
2800001128000000260000642600005626000055260000492600004126000018,2800000027000000260000552600003026000014260000102600000426000001,0
2800001128000000260000642600005626000055260000492600004126000018,2800000826000062260000352600003326000022260000212600001626000012,0
2800001128000000260000642600005626000055260000492600004126000018,2800000026000067260000642600006326000051260000112600000826000007,1
2800001128000000260000642600005626000027260000212600001026000004,2800000528000001260000402600002526000021260000122600000726000000,0
2800001128000000260000592600003726000017260000122600001126000000,2800000828000000260000552600004926000038260000372600002526000021,1
2800001128000000260000552600004726000045260000422600002726000017,2800000828000000260000552600004926000038260000372600002526000021,0
2800001128000000260000432600004226000035260000172600001226000008,2800000828000000260000492600004226000038260000212600001126000002,1
2800001127000006270000022600006426000044260000402600003526000021,2800000426000055260000412600003526000026260000152600001126000007,1
2800001127000006260001022600006426000055260000492600002126000000,2800001028000009280000052700000926000042260000342600001526000000,0
2800001127000006260000852600006426000021260000112600000726000000,2800000728000001260000992600006126000060260000492600003426000025,1
2800001127000006260000642600004926000021260000182600000726000000,2800000428000001270000032600006426000058260000562600001226000000,1
2800001127000006260000642600004026000030260000212600001026000000,2800000127000000260000602600004526000041260000402600002126000011,1
2800001127000003260000642600005826000049260000302600002126000010,2700000926000102260000392600003526000027260000212600001726000000,0
2800001127000003260000642600005826000049260000302600002126000010,2800000628000003280000022600001826000016260000152600001226000007,1
2800001127000003260000642600005826000049260000302600002126000010,2800000126000093260000642600004526000035260000222600002126000012,1
2800001127000003260000642600005826000049260000302600002126000010,2800000328000001270000062600001626000013260000122600000726000005,1
2800001127000003260000642600005826000049260000302600002126000010,2800000426000101260000642600006226000055260000402600002026000007,0
